"","id","accepted_date","title","ps","p_value"
"4103","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .692).",0.692
"4104","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .035) ",0.035
"4105","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .014) ",0.014
"4106","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .864),",0.864
"4107","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .937),",0.937
"4108","10.1371/journal.pone.0038116","2012-05-03T00:00:00Z","Paradoxical Facilitation of Working Memory after Basolateral Amygdala Damage","p = .692) ",0.692
"4109","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.035)",0.035
"4110","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.008)",0.008
"4111","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.101)",0.101
"4112","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.042)",0.042
"4113","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.154)",0.154
"4114","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.618;",0.618
"4115","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.430)",0.43
"4116","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.069)",0.069
"4117","10.1371/journal.pone.0073078","2013-07-17T00:00:00Z","Tick Paralysis in Spectacled Flying-Foxes (Pteropus conspicillatus) in North Queensland, Australia: Impact of a Ground-Dwelling Ectoparasite Finding an Arboreal Host","p = 0.023)",0.023
"4118","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = buccal",NA
"4119","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0.004)",0.004
"4120","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0.032;",0.032
"4121","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0.049)",0.049
"4122","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0.063)",0.063
"4123","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0.070)",0.07
"4124","10.1371/journal.pone.0080921","2013-10-08T00:00:00Z","Detecting Inter-Cusp and Inter-Tooth Wear Patterns in Rhinocerotids","p = 0, hig",0
"4125","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−15.",10
"4126","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−15)",10
"4127","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−15)",10
"4128","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−15)",10
"4129","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−8),",10
"4130","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−4) ",10
"4131","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−4) ",10
"4132","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−4),",10
"4133","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−12)",10
"4134","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−8),",10
"4135","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−11)",10
"4136","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−12)",10
"4137","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−8).",10
"4138","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−8) ",10
"4139","10.1371/journal.pone.0117148","2014-12-18T00:00:00Z","Red, Purple and Pink: The Colors of Diffusion on Pinterest","p < 10−12)",10
"4140","10.1371/journal.pone.0123207","2015-03-01T00:00:00Z","Pleistocene Aridification Cycles Shaped the Contemporary Genetic Architecture of Southern African Baboons","p = 0.01 f",0.01
"4141","10.1371/journal.pone.0123207","2015-03-01T00:00:00Z","Pleistocene Aridification Cycles Shaped the Contemporary Genetic Architecture of Southern African Baboons","p = 0.05).",0.05
"4142","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 10−300",10
"4143","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 10−284",10
"4144","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 0.05).",0.025
"4145","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 0.05).",0.025
"4146","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 8.9 10",8.9
"4147","10.1371/journal.pone.0131055","2015-05-28T00:00:00Z","Neurocranium versus Face: A Morphometric Approach with Classical Anthropometric Variables for Characterizing Patterns of Cranial Integration in Extant Hominoids and Extinct Hominins","p < 0.05).",0.025
"4148","10.1371/journal.pntd.0004346","2015-12-09T00:00:00Z","The Ecological Dynamics of Fecal Contamination and Salmonella Typhi and Salmonella Paratyphi A in Municipal Kathmandu Drinking Water","p = 1×10−4",1
"4149","10.1371/journal.pntd.0004346","2015-12-09T00:00:00Z","The Ecological Dynamics of Fecal Contamination and Salmonella Typhi and Salmonella Paratyphi A in Municipal Kathmandu Drinking Water","p = 0.66 w",0.66
"4150","10.1371/journal.pntd.0004346","2015-12-09T00:00:00Z","The Ecological Dynamics of Fecal Contamination and Salmonella Typhi and Salmonella Paratyphi A in Municipal Kathmandu Drinking Water","p = 0.0034",0.0034
"4151","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.00, ",0
"4152","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.03);",0.03
"4153","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.50).",0.5
"4154","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.08).",0.08
"4155","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.05).",0.05
"4156","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.02) ",0.02
"4157","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.04).",0.04
"4158","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.04; ",0.04
"4159","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.00; ",0
"4160","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.00).",0
"4161","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.00; ",0
"4162","10.1371/journal.pone.0161703","2016-08-10T00:00:00Z","Differences between Pygmy and Non-Pygmy Hunting in Congo Basin Forests","p = 0.00) ",0
"4163","10.1371/journal.pone.0176560","2017-04-12T00:00:00Z","Combining phylogenetic and demographic inferences to assess the origin of the genetic diversity in an isolated wolf population","p = 84.7),",84.7
"4164","10.1371/journal.pone.0176560","2017-04-12T00:00:00Z","Combining phylogenetic and demographic inferences to assess the origin of the genetic diversity in an isolated wolf population","p = 70) an",70
"4165","10.1371/journal.pone.0216361","2019-04-18T00:00:00Z","Winter temperature correlates with mtDNA genetic structure of yellow-necked mouse population in NE Poland","p = 0.005)",0.005
"4166","10.1371/journal.pone.0216361","2019-04-18T00:00:00Z","Winter temperature correlates with mtDNA genetic structure of yellow-necked mouse population in NE Poland","p = 0.806)",0.806
"4167","10.1371/journal.pone.0216361","2019-04-18T00:00:00Z","Winter temperature correlates with mtDNA genetic structure of yellow-necked mouse population in NE Poland","p < 0.005 ",0.005
"4168","10.1371/journal.pone.0216361","2019-04-18T00:00:00Z","Winter temperature correlates with mtDNA genetic structure of yellow-necked mouse population in NE Poland","p = 0.1538",0.1538
"4169","10.1371/journal.pone.0216361","2019-04-18T00:00:00Z","Winter temperature correlates with mtDNA genetic structure of yellow-necked mouse population in NE Poland","p = 0.6404",0.6404
"4170","10.1371/journal.pone.0210025","2018-12-14T00:00:00Z","Waxy allele diversification in foxtail millet (Setaria italica) landraces of Taiwan","p < 0.05 l",0.025
"4171","10.1371/journal.pone.0210025","2018-12-14T00:00:00Z","Waxy allele diversification in foxtail millet (Setaria italica) landraces of Taiwan","p < 0.05, ",0.025
"4172","10.1371/journal.pone.0236941","2020-07-16T00:00:00Z","Stories told by plants on graveyards in Northern Angola","p = spiral",NA
"4173","10.1371/journal.pone.0250390","2021-05-18T00:00:00Z","Impact of ecotourism on abundance, diversity and activity patterns of medium-large terrestrial mammals at Brownsberg Nature Park, Suriname","p = 0.01) ",0.01
"4174","10.1371/journal.pone.0250390","2021-05-18T00:00:00Z","Impact of ecotourism on abundance, diversity and activity patterns of medium-large terrestrial mammals at Brownsberg Nature Park, Suriname","p = 0.002)",0.002
"4175","10.1371/journal.pone.0250390","2021-05-18T00:00:00Z","Impact of ecotourism on abundance, diversity and activity patterns of medium-large terrestrial mammals at Brownsberg Nature Park, Suriname","p = 0.047)",0.047
